"id","bus_name","bus_type","start_time","end_time","total_duration","price","seats_available","ratings","route_link","route_name"
1435,"Karisma (Aziba)","NON A/C Seater (2+1)","05:35","09:45","04h 10m","396","35 Seats available","4","https://www.redbus.in/bus-tickets/north-lakhimpur-to-tezpur","North Lakhimpur to Tezpur"
1436,"Pranjit Travels (Under ASTC)","Non AC Seater (2+1)","05:45","10:55","05h 10m","500","26 Seats available","3.4","https://www.redbus.in/bus-tickets/north-lakhimpur-to-tezpur","North Lakhimpur to Tezpur"
1437,"Pranjit Travels (Under ASTC)","Non AC Seater (2+1)","07:15","11:30","04h 15m","450","25 Seats available","3.5","https://www.redbus.in/bus-tickets/north-lakhimpur-to-tezpur","North Lakhimpur to Tezpur"
1438,"Chartered Bus - ASTC","A/C Seater Push Back (2+2)","07:45","11:30","03h 45m","541.16","27 Seats available","4.6","https://www.redbus.in/bus-tickets/north-lakhimpur-to-tezpur","North Lakhimpur to Tezpur"
1439,"BARBIE TRAVELS","A/C Seater Push Back (2+2)","05:30","10:50","05h 20m","450","33 Seats available","5","https://www.redbus.in/bus-tickets/guwahati-to-biswanath-charali","Guwahati to Biswanath Charali"
1440,"Karisma (Aziba)","NON A/C Seater (2+1)","05:45","11:50","06h 05m","396","18 Seats available","4.7","https://www.redbus.in/bus-tickets/guwahati-to-biswanath-charali","Guwahati to Biswanath Charali"
1441,"Yatra Travels","NON A/C Seater (2+1)","07:00","12:40","05h 40m","450","3 Seats available","4.3","https://www.redbus.in/bus-tickets/guwahati-to-biswanath-charali","Guwahati to Biswanath Charali"
1442,"Chartered Bus - ASTC","A/C Seater Push Back (2+2)","07:00","12:00","05h 00m","712.47","5 Seats available","4.7","https://www.redbus.in/bus-tickets/guwahati-to-biswanath-charali","Guwahati to Biswanath Charali"
1443,"Pranjit Travels (Under ASTC)","NON A/C Seater (2+1)","07:45","15:00","07h 15m","500","23 Seats available","3.6","https://www.redbus.in/bus-tickets/guwahati-to-biswanath-charali","Guwahati to Biswanath Charali"
1444,"BARBIE TRAVELS","NON A/C Hi-Tech Push Back (2+2)","06:00","10:20","04h 20m","240","40 Seats available","5","https://www.redbus.in/bus-tickets/north-lakhimpur-to-dibrugarh","North Lakhimpur to Dibrugarh"
1445,"BARBIE TRAVELS","NON A/C Hi-Tech Push Back (2+2)","07:55","12:30","04h 35m","240","40 Seats available","3.2","https://www.redbus.in/bus-tickets/north-lakhimpur-to-dibrugarh","North Lakhimpur to Dibrugarh"
1446,"Maa Jagadamba","NON A/C Seater (2+3)","09:20","14:00","04h 40m","240","39 Seats available","3.2","https://www.redbus.in/bus-tickets/north-lakhimpur-to-dibrugarh","North Lakhimpur to Dibrugarh"
1447,"Maa Jagadamba","A/C Seater Push Back (2+2)","09:40","14:25","04h 45m","260","41 Seats available","3.2","https://www.redbus.in/bus-tickets/north-lakhimpur-to-dibrugarh","North Lakhimpur to Dibrugarh"
1448,"BARBIE TRAVELS","A/C Seater Push Back (2+2)","10:20","13:40","03h 20m","280","40 Seats available","2.8","https://www.redbus.in/bus-tickets/north-lakhimpur-to-dibrugarh","North Lakhimpur to Dibrugarh"
1449,"Aroti Travels (Under ASTC)","Non AC Seater (2+2)","05:40","10:00","04h 20m","350","36 Seats available","3.6","https://www.redbus.in/bus-tickets/tinsukia-to-jorhat","Tinsukia to Jorhat"
1450,"Aniruddha Travels","AC Seater (2+2)","06:00","11:10","05h 10m","400","30 Seats available","3","https://www.redbus.in/bus-tickets/tinsukia-to-jorhat","Tinsukia to Jorhat"
1451,"Chartered Bus - ASTC","A/C Seater Push Back (2+2)","06:45","11:00","04h 15m","755.58","19 Seats available","4.8","https://www.redbus.in/bus-tickets/tinsukia-to-jorhat","Tinsukia to Jorhat"
1452,"NETWORK TRAVELS","NON A/C Seater Push Back (2+1)","19:00","00:30","05h 30m","500","29 Seats available","4.5","https://www.redbus.in/bus-tickets/tinsukia-to-jorhat","Tinsukia to Jorhat"
1453,"Christina Travels","NON A/C Seater (2+2)","07:00","11:15","04h 15m","650","32 Seats available","5","https://www.redbus.in/bus-tickets/tinsukia-to-jorhat","Tinsukia to Jorhat"
1454,"Assam State Transport Corporation (ASTC) - 155999","Bharat Benz A/C Seater (2+2)","10:50","15:00","04h 10m","334","11 Seats available","4.5","https://www.redbus.in/bus-tickets/tezpur-to-north-lakhimpur","Tezpur to North Lakhimpur"
1455,"Sparrow Travels (Under ASTC)","A/C Seater Push Back (2+2)","05:00","10:10","05h 10m","420","40 Seats available","3.5","https://www.redbus.in/bus-tickets/tezpur-to-north-lakhimpur","Tezpur to North Lakhimpur"
1456,"Mayur Travels (Under ASTC)","Non AC Seater (2+2)","05:45","11:30","05h 45m","350","43 Seats available","3.7","https://www.redbus.in/bus-tickets/tezpur-to-north-lakhimpur","Tezpur to North Lakhimpur"
1457,"Sparrow Travels (Under ASTC)","Non AC Seater (2+2)","06:30","12:00","05h 30m","350","39 Seats available","4.7","https://www.redbus.in/bus-tickets/tezpur-to-north-lakhimpur","Tezpur to North Lakhimpur"
1458,"BARBIE TRAVELS","A/C Seater Push Back (2+2)","10:00","15:35","05h 35m","400","34 Seats available","3","https://www.redbus.in/bus-tickets/tezpur-to-north-lakhimpur","Tezpur to North Lakhimpur"
1459,"Assam State Transport Corporation (ASTC) - 173044","Non AC Seater (2+2)","13:00","15:30","02h 30m","170","29 Seats available","4.2","https://www.redbus.in/bus-tickets/north-lakhimpur-to-moran","North Lakhimpur to Moran"
1460,"Yatra Travels","NON A/C Seater (2+1)","07:00","13:40","06h 40m","450","4 Seats available","4.4","https://www.redbus.in/bus-tickets/guwahati-to-gohpur","Guwahati to Gohpur"
1461,"Pranjit Travels (Under ASTC)","NON A/C Seater (2+1)","07:45","16:15","08h 30m","570","23 Seats available","4.4","https://www.redbus.in/bus-tickets/guwahati-to-gohpur","Guwahati to Gohpur"
1462,"Chartered Bus - ASTC","A/C Seater Push Back (2+2)","07:00","13:00","06h 00m","755.58","5 Seats available","4.3","https://www.redbus.in/bus-tickets/guwahati-to-gohpur","Guwahati to Gohpur"
1463,"Yatra Travels","NON AC Seater/ Sleeper (2+1)","20:00","02:30","06h 30m","450","33 Seats available","4.4","https://www.redbus.in/bus-tickets/guwahati-to-gohpur","Guwahati to Gohpur"
1464,"KIRAN TRAVELS","A/C Seater (2+1)","20:40","05:00","08h 20m","540","5 Seats available","4.1","https://www.redbus.in/bus-tickets/guwahati-to-gohpur","Guwahati to Gohpur"
1465,"Chartered Bus - ASTC","Volvo AC Seater Pushback 2+2","06:15","10:00","03h 45m","281.36","25 Seats available","4.1","https://www.redbus.in/bus-tickets/guwahati-to-kaliabor","Guwahati to Kaliabor"
1466,"Chartered Bus - ASTC","Volvo AC Seater Pushback 2+2","07:30","10:45","03h 15m","291.57","12 Seats available","4.5","https://www.redbus.in/bus-tickets/guwahati-to-kaliabor","Guwahati to Kaliabor"
1467,"MAA Anada (UNDER ASTC)","AC Seater (2+2)","09:30","14:15","04h 45m","292.5","40 Seats available","4.3","https://www.redbus.in/bus-tickets/guwahati-to-kaliabor","Guwahati to Kaliabor"
1468,"Mahi Travels(Under ASTC)","A/C Seater (2+2)","10:00","14:45","04h 45m","357","36 Seats available","4.2","https://www.redbus.in/bus-tickets/guwahati-to-kaliabor","Guwahati to Kaliabor"
1469,"Trishul Transport Service(Under ASTC)","A/C Seater Push Back (2+1)","11:30","14:45","03h 15m","495","31 Seats available","3.9","https://www.redbus.in/bus-tickets/guwahati-to-kaliabor","Guwahati to Kaliabor"
1470,"Assam State Transport Corporation (ASTC) - 139846","Volvo AC Seater 2+2","06:10","10:45","04h 35m","316","7 Seats available","4.3","https://www.redbus.in/bus-tickets/guwahati-to-tumuki-tezpur-medical","Guwahati to Tumuki (Tezpur Medical)"
1471,"Assam State Transport Corporation (ASTC) - 82639","A/C Seater (2+1)","08:15","16:30","08h 15m","466","16 Seats available","3.6","https://www.redbus.in/bus-tickets/dibrugarh-to-tezpur","Dibrugarh to Tezpur"
1472,"Aniruddha Travels","AC Seater (2+2)","07:30","15:35","08h 05m","500","30 Seats available","4.5","https://www.redbus.in/bus-tickets/dibrugarh-to-tezpur","Dibrugarh to Tezpur"
1473,"Puja Transport","NON AC Seater / Sleeper 2+1","20:00","05:00","09h 00m","540","24 Seats available","3.5","https://www.redbus.in/bus-tickets/dibrugarh-to-tezpur","Dibrugarh to Tezpur"
1474,"Aniruddha Travels","NON A/C Seater/ Sleeper (2+1)","19:45","04:00","08h 15m","540","27 Seats available","3","https://www.redbus.in/bus-tickets/dibrugarh-to-tezpur","Dibrugarh to Tezpur"
1475,"SANJEEBANI TRAVELS","Non A/C Seater / Sleeper (2+1)","18:45","03:00","08h 15m","570","19 Seats available","3.2","https://www.redbus.in/bus-tickets/dibrugarh-to-tezpur","Dibrugarh to Tezpur"
1476,"Assam State Transport Corporation (ASTC) - 173420","Bharat Benz A/C Seater (2+2)","09:45","15:15","05h 30m","412","13 Seats available","4.7","https://www.redbus.in/bus-tickets/biswanath-charali-to-guwahati","Biswanath Charali to Guwahati"
1477,"PARIJAT TRAVELS(UNDER ASTC)","NON A/C Seater (2+1)","00:00","06:30","06h 30m","375","8 Seats available","5","https://www.redbus.in/bus-tickets/biswanath-charali-to-guwahati","Biswanath Charali to Guwahati"
1478,"Pranjit Travels (Under ASTC)","Non AC Seater (2+1)","00:15","06:30","06h 15m","500","24 Seats available","3.8","https://www.redbus.in/bus-tickets/biswanath-charali-to-guwahati","Biswanath Charali to Guwahati"
1479,"Pranjit Travels (Under ASTC)","Bharat Benz A/C Seater (2+1)","00:30","06:15","05h 45m","610","17 Seats available","3.8","https://www.redbus.in/bus-tickets/biswanath-charali-to-guwahati","Biswanath Charali to Guwahati"
1480,"Pranjit Travels (Under ASTC)","A/C Seater / Sleeper (2+1)","00:45","06:00","05h 15m","550","22 Seats available","4.2","https://www.redbus.in/bus-tickets/biswanath-charali-to-guwahati","Biswanath Charali to Guwahati"
1481,"BARBIE TRAVELS","NON A/C Hi-Tech Push Back (2+2)","11:10","15:30","04h 20m","240","40 Seats available","5","https://www.redbus.in/bus-tickets/dibrugarh-to-north-lakhimpur","Dibrugarh to North Lakhimpur"
1482,"BARBIE TRAVELS","NON A/C Hi-Tech Push Back (2+2)","13:30","18:30","05h 00m","240","40 Seats available","5","https://www.redbus.in/bus-tickets/dibrugarh-to-north-lakhimpur","Dibrugarh to North Lakhimpur"
1483,"BARBIE TRAVELS","NON A/C Hi-Tech Push Back (2+2)","15:30","19:30","04h 00m","240","40 Seats available","5","https://www.redbus.in/bus-tickets/dibrugarh-to-north-lakhimpur","Dibrugarh to North Lakhimpur"
1484,"Maa Jagadamba","A/C Seater Push Back (2+2)","16:15","19:30","03h 15m","260","41 Seats available","4.1","https://www.redbus.in/bus-tickets/dibrugarh-to-north-lakhimpur","Dibrugarh to North Lakhimpur"
1485,"Maa Jagadamba","NON A/C Seater (2+3)","16:20","19:30","03h 10m","250","39 Seats available","4.1","https://www.redbus.in/bus-tickets/dibrugarh-to-north-lakhimpur","Dibrugarh to North Lakhimpur"
1486,"Assam State Transport Corporation (ASTC) - 173043","Non AC Seater (2+2)","08:30","11:30","03h 00m","170","23 Seats available","4.4","https://www.redbus.in/bus-tickets/moran-to-north-lakhimpur","Moran to North Lakhimpur"
1487,"Assam State Transport Corporation (ASTC) - 161055","Volvo AC Seater 2+2","15:15","20:30","05h 15m","316","20 Seats available","3.2","https://www.redbus.in/bus-tickets/tumuki-tezpur-medical-to-guwahati","Tumuki (Tezpur Medical) to Guwahati"
1488,"Upasana Travels (Under ASTC)","A/C Seater (2+2)","06:45","10:40","03h 55m","275","20 Seats available","2.7","https://www.redbus.in/bus-tickets/tumuki-tezpur-medical-to-guwahati","Tumuki (Tezpur Medical) to Guwahati"
1489,"Assam State Transport Corporation (ASTC) - 174759","NON A/C Seater Push Back (2+1)","06:30","13:15","06h 45m","390","22 Seats available","3.5","https://www.redbus.in/bus-tickets/biswanath-charali-to-dibrugarh","Biswanath Charali to Dibrugarh"
1490,"Air Bus Travels","NON AC Seater / Sleeper 2+1","18:30","02:00","07h 30m","600","46 Seats available","3.3","https://www.redbus.in/bus-tickets/biswanath-charali-to-dibrugarh","Biswanath Charali to Dibrugarh"
1491,"Assam State Transport Corporation (ASTC) - 173420","Bharat Benz A/C Seater (2+2)","08:30","15:15","06h 45m","503","14 Seats available","3","https://www.redbus.in/bus-tickets/gohpur-to-guwahati","Gohpur to Guwahati"
1492,"Yatra Travels","NON A/C Seater (2+1)","09:00","17:00","08h 00m","450","11 Seats available","4.3","https://www.redbus.in/bus-tickets/gohpur-to-guwahati","Gohpur to Guwahati"
1493,"Yatra Travels","NON AC Seater/ Sleeper (2+1)","23:00","06:00","07h 00m","450","38 Seats available","4.7","https://www.redbus.in/bus-tickets/gohpur-to-guwahati","Gohpur to Guwahati"
1494,"Maharathi Travels(UNDER ASTC)","NON A/C Seater (2+1)","22:10","05:30","07h 20m","375","33 Seats available","4.2","https://www.redbus.in/bus-tickets/gohpur-to-guwahati","Gohpur to Guwahati"
1495,"Pranjit Travels (Under ASTC)","A/C Seater / Sleeper (2+1)","23:05","06:00","06h 55m","620","41 Seats available","4.7","https://www.redbus.in/bus-tickets/gohpur-to-guwahati","Gohpur to Guwahati"
1496,"Assam State Transport Corporation (ASTC) - 173043","Non AC Seater (2+2)","07:30","09:30","02h 00m","150","18 Seats available","3.2","https://www.redbus.in/bus-tickets/sibsagar-to-dhemaji","Sibsagar to Dhemaji"
1497,"Assam State Transport Corporation (ASTC) - 173420","Bharat Benz A/C Seater (2+2)","07:00","15:15","08h 15m","630","13 Seats available","2.7","https://www.redbus.in/bus-tickets/north-lakhimpur-to-guwahati","North Lakhimpur to Guwahati"
1498,"KIRAN TRAVELS","A/C Seater (2+1)","21:20","07:30","10h 10m","630","7 Seats available","4.1","https://www.redbus.in/bus-tickets/north-lakhimpur-to-guwahati","North Lakhimpur to Guwahati"
1499,"Pranjit Travels (Under ASTC)","Bharat Benz A/C Seater (2+1)","21:00","06:15","09h 15m","750","15 Seats available","4.1","https://www.redbus.in/bus-tickets/north-lakhimpur-to-guwahati","North Lakhimpur to Guwahati"
1500,"AdYatra Travels","NON AC Seater/ Sleeper (2+1)","19:45","06:15","10h 30m","550","40 Seats available","4.1","https://www.redbus.in/bus-tickets/north-lakhimpur-to-guwahati","North Lakhimpur to Guwahati"
1501,"Pranjit Travels (Under ASTC)","A/C Seater / Sleeper (2+1)","21:15","06:00","08h 45m","700","41 Seats available","3.9","https://www.redbus.in/bus-tickets/north-lakhimpur-to-guwahati","North Lakhimpur to Guwahati"
1502,"JOY HANUMAN","Non AC Seater (2+2)","07:30","16:30","09h 00m","656","10 Seats available","4.2","https://www.redbus.in/bus-tickets/haflong-to-guwahati","Haflong to Guwahati"
1503,"Deep Travels","Non AC Seater (2+1)","17:45","04:30","10h 45m","599","31 Seats available","4.1","https://www.redbus.in/bus-tickets/haflong-to-guwahati","Haflong to Guwahati"
1504,"NETWORK TRAVELS","NON A/C Seater (2+1)","18:00","04:00","10h 00m","600","22 Seats available","4.4","https://www.redbus.in/bus-tickets/haflong-to-guwahati","Haflong to Guwahati"
1505,"Aniruddha Travels","AC Seater (2+2)","07:50","15:00","07h 10m","500","24 Seats available","4.4","https://www.redbus.in/bus-tickets/tezpur-to-moran","Tezpur to Moran"
1506,"SANJEEBANI TRAVELS","Non A/C Seater / Sleeper (2+1)","21:30","03:00","05h 30m","600","50 Seats available","3.1","https://www.redbus.in/bus-tickets/tezpur-to-moran","Tezpur to Moran"
1507,"MOON TRAVELS","AC Seater (2+2)","07:15","14:15","07h 00m","500","36 Seats available","3.9","https://www.redbus.in/bus-tickets/tezpur-to-moran","Tezpur to Moran"
1508,"PIHU TRANSPORT","Bharat Benz NON A/C Seater / Sleeper (2+1)","19:45","03:00","07h 15m","520","50 Seats available","2.6","https://www.redbus.in/bus-tickets/tezpur-to-moran","Tezpur to Moran"
1509,"Neha Travels","NON A/C Seater (2+2)","22:10","03:30","05h 20m","666","34 Seats available","1.9","https://www.redbus.in/bus-tickets/tezpur-to-moran","Tezpur to Moran"
1510,"Assam State Transport Corporation (ASTC) - 82639","A/C Seater (2+1)","09:20","16:30","07h 10m","404","17 Seats available","3.8","https://www.redbus.in/bus-tickets/moran-to-tezpur","Moran to Tezpur"
1511,"Aniruddha Travels","AC Seater (2+2)","08:25","15:35","07h 10m","500","30 Seats available","4.4","https://www.redbus.in/bus-tickets/moran-to-tezpur","Moran to Tezpur"
1512,"Aniruddha Travels","NON A/C Seater/ Sleeper (2+1)","20:45","04:00","07h 15m","540","29 Seats available","2.7","https://www.redbus.in/bus-tickets/moran-to-tezpur","Moran to Tezpur"
1513,"SANJEEBANI TRAVELS","Non A/C Seater / Sleeper (2+1)","20:15","03:00","06h 45m","570","19 Seats available","5","https://www.redbus.in/bus-tickets/moran-to-tezpur","Moran to Tezpur"
1514,"Neha Travels","NON A/C Seater (2+2)","18:30","05:00","10h 30m","666","35 Seats available","4","https://www.redbus.in/bus-tickets/moran-to-tezpur","Moran to Tezpur"
1515,"Assam State Transport Corporation (ASTC) - 154034","A/C Seater (2+1)","07:30","14:00","06h 30m","316","30 Seats available","3.3","https://www.redbus.in/bus-tickets/bokakhat-to-dibrugarh","Bokakhat to Dibrugarh"
1516,"Purple Wings Coaches","A/C Seater / Sleeper (2+1)","00:15","04:30","04h 15m","567","20 Seats available","3.9","https://www.redbus.in/bus-tickets/bokakhat-to-dibrugarh","Bokakhat to Dibrugarh"
1517,"Slumber 37","Bharat Benz A/C Sleeper (2+1)","01:00","06:00","05h 00m","675","8 Seats available","4.3","https://www.redbus.in/bus-tickets/bokakhat-to-dibrugarh","Bokakhat to Dibrugarh"
1518,"MOON TRAVELS","AC Seater (2+2)","09:45","15:20","05h 35m","550","35 Seats available","5","https://www.redbus.in/bus-tickets/bokakhat-to-dibrugarh","Bokakhat to Dibrugarh"
1519,"Aniruddha Travels","AC Seater (2+2)","10:15","16:15","06h 00m","500","24 Seats available","3.3","https://www.redbus.in/bus-tickets/bokakhat-to-dibrugarh","Bokakhat to Dibrugarh"
1520,"Assam State Transport Corporation (ASTC) - 173420","Bharat Benz A/C Seater (2+2)","07:00","12:45","05h 45m","441","12 Seats available","3.3","https://www.redbus.in/bus-tickets/north-lakhimpur-to-nagaon","North Lakhimpur to Nagaon (Assam)"
1521,"Karisma (Aziba)","NON A/C Seater (2+1)","05:35","11:40","06h 05m","495","35 Seats available","4.7","https://www.redbus.in/bus-tickets/north-lakhimpur-to-nagaon","North Lakhimpur to Nagaon (Assam)"
1522,"Pranjit Travels (Under ASTC)","Non AC Seater (2+1)","05:45","13:00","07h 15m","550","26 Seats available","3.1","https://www.redbus.in/bus-tickets/north-lakhimpur-to-nagaon","North Lakhimpur to Nagaon (Assam)"
1523,"Yatra Travels","NON A/C Seater (2+1)","07:15","13:30","06h 15m","500","15 Seats available","3.7","https://www.redbus.in/bus-tickets/north-lakhimpur-to-nagaon","North Lakhimpur to Nagaon (Assam)"
1524,"Pranjit Travels (Under ASTC)","Non AC Seater (2+1)","07:15","14:15","07h 00m","550","25 Seats available","4.5","https://www.redbus.in/bus-tickets/north-lakhimpur-to-nagaon","North Lakhimpur to Nagaon (Assam)"
1525,"Assam State Transport Corporation (ASTC) - 147552","Bharat Benz A/C Seater (2+2)","06:30","10:45","04h 15m","292.6","18 Seats available","4.5","https://www.redbus.in/bus-tickets/bihpuria-to-dibrugarh","Bihpuria to Dibrugarh"
1526,"JOY HANUMAN","Non AC Seater (2+2)","07:30","13:30","06h 00m","475","10 Seats available","4.3","https://www.redbus.in/bus-tickets/haflong-to-nagaon","Haflong to Nagaon (Assam)"
1527,"RATNAGIRI TRANSPORT","Bharat Benz A/C Seater /Sleeper (2+1)","09:15","16:15","07h 00m","600","26 Seats available","4.3","https://www.redbus.in/bus-tickets/guwahati-to-golaghat","Guwahati to Golaghat"
